row_id,microbusiness_density_AR,microbusiness_density_MA,microbusiness_density_ARMA,microbusiness_density_ARIMA,microbusiness_density_Lin,microbusiness_density_Lasso,microbusiness_density_Ridge
24037_2022-12-01,4.370702903195889,4.354718966293682,4.354718966293682,4.377659304899353,4.4105816,4.4105816,4.4105816
24039_2022-12-01,1.399299753941274,1.3985294434080977,1.3985294434080977,1.2334514178530631,1.2670703,1.2670703,1.2670703
24041_2022-12-01,8.944398129807976,8.805970202289444,8.805970202289444,9.163075020263827,9.048892,9.048892,9.048892
24043_2022-12-01,3.766060540792382,3.7696666363871913,3.7696666363871913,4.157420824959632,3.978363,3.978363,3.978363
24045_2022-12-01,3.5142482761814424,3.495848692223053,3.495848692223053,3.5142482761814424,3.626101,3.626101,3.626101
24047_2022-12-01,11.41921624706042,10.319694907494291,10.319694907494291,12.215167831967086,12.009667,12.009667,12.009667
24510_2022-12-01,7.259747895484872,7.259747895484872,7.259747895484872,7.864594,7.94110882,7.940950925,7.941096431
25001_2022-12-01,11.93814616933108,11.1779783614067,11.1779783614067,12.158065965528971,12.119776,12.119776,12.119776
25003_2022-12-01,6.322966787313114,6.309277570367422,6.309277570367422,6.563486707150039,6.3246622,6.3246622,6.3246622
25005_2022-12-01,4.715809563606796,4.709580501012291,4.709580501012291,4.6282666100466905,4.5367856,4.5367856,4.5367856
25007_2022-12-01,14.81973028759757,14.81973028759757,14.81973028759757,15.719802,15.719802,15.719802,15.719802
25009_2022-12-01,8.646754485851176,8.638541946298881,8.638541946298881,8.918590871037054,8.7470217,8.7470217,8.7470217
25011_2022-12-01,6.12018018103188,6.12018018103188,6.12018018103188,6.2127995,6.2127995,6.2127995,6.2127995
25013_2022-12-01,3.958980334424169,3.958014621100757,3.958014621100757,4.090128954443777,4.028389,4.028389,4.028389
25015_2022-12-01,6.425131741030719,6.422915739128704,6.422915739128704,6.070844974056018,6.1737795,6.1737795,6.1737795
25017_2022-12-01,10.63673349673256,10.447450957031318,10.447450957031318,10.957742870284129,10.760677,10.760677,10.760677
25019_2022-12-01,20.18415080111708,20.11800319720921,20.11800319720921,18.338042077164967,18.417984,18.417984,18.417984
25021_2022-12-01,9.906649727574422,9.900503953994123,9.900503953994123,10.129789292693578,10.099598,10.099598,10.099598
25023_2022-12-01,6.614225807547241,6.576472261268719,6.576472261268719,6.874484768974314,6.834125,6.834125,6.834125
25025_2022-12-01,9.276751424256942,9.276751424256942,9.276751424256942,9.569157199779855,9.2556276,9.2556276,9.2556276
25027_2022-12-01,6.179912944168106,5.954355530915972,5.954355530915972,6.179912944168106,6.260130713,6.259972818,6.260126279
26001_2022-12-01,1.8356394399643337,1.8276071515900512,1.8276071515900512,1.8356394399643337,1.8636965,1.8636965,1.8636965
26003_2022-12-01,3.186776321285328,3.159152513319228,3.159152513319228,3.8381211124978463,3.6792331,3.6792331,3.6792331
26005_2022-12-01,3.2010332489593347,3.1447108466607148,3.1447108466607148,3.207091017740717,3.2309649,3.2309649,3.2309649
26007_2022-12-01,2.2704863286058456,2.268859068045488,2.268859068045488,2.31851267704296,2.2938757,2.2938757,2.2938757
26009_2022-12-01,5.034982570251745,5.005762449577427,5.005762449577427,5.1938722504261206,5.1790953,5.1790953,5.1790953
26011_2022-12-01,2.0601815593726105,2.0595258527621434,2.0595258527621434,2.1577509452078134,2.1553476,2.1553476,2.1553476
26013_2022-12-01,1.4509339016894889,1.4509339016894889,1.4509339016894889,1.6605972,1.6605972,1.6605972,1.6605972
26015_2022-12-01,2.512039218538165,2.5133201513544114,2.5133201513544114,2.624085547440891,2.6348438,2.6348438,2.6348438
26017_2022-12-01,2.634762481020276,2.635101532255677,2.635101532255677,2.6493394607693155,2.5785987,2.5785987,2.5785987
26019_2022-12-01,4.820667816779172,4.829373800966905,4.829373800966905,4.790156994091782,4.7940955,4.7940955,4.7940955
26021_2022-12-01,4.754110122275895,4.73460065785563,4.73460065785563,4.847857887628326,4.81463,4.81463,4.81463
26023_2022-12-01,2.5778910463524234,2.5806936371895466,2.5806936371895466,2.5822388597587835,2.5994296,2.5994296,2.5994296
26025_2022-12-01,2.8242115595691555,2.914041720469529,2.914041720469529,2.7948747,2.7948747,2.7948747,2.7948747
26027_2022-12-01,2.3353796216004192,2.3616421459604053,2.3616421459604053,2.2320271996869288,2.316942,2.316942,2.316942
26029_2022-12-01,6.07004463223439,6.07004463223439,6.07004463223439,5.9563046,5.9563046,5.9563046,5.9563046
26031_2022-12-01,2.270112618001274,2.2540395821948587,2.2540395821948587,2.2994627172921764,2.311785,2.311785,2.311785
26033_2022-12-01,1.9377424463219728,1.9377424463219728,1.9377424463219728,1.7571937,1.7571937,1.7571937,1.7571937
26035_2022-12-01,2.220372999367047,2.220372999367047,2.220372999367047,2.2259297,2.2259297,2.2259297,2.2259297
26037_2022-12-01,4.011502989763923,4.011204018258167,4.011204018258167,3.9584877412372177,3.9431841,3.9431841,3.9431841
26039_2022-12-01,1.776964047646938,1.7764643485600595,1.7764643485600595,1.816081831632861,1.8074414,1.8074414,1.8074414
26041_2022-12-01,2.470837036683489,2.475249049899116,2.475249049899116,2.6558467901138174,2.5746152,2.5746152,2.5746152
26043_2022-12-01,5.801737395342166,2.792835477911166,2.792835477911166,2.7174765601852187,2.7159767,2.7159767,2.7159767
26045_2022-12-01,4.468035061740009,4.468035061740009,4.468035061740009,4.6621983982368445,4.4594936,4.4594936,4.4594936
26047_2022-12-01,7.20541370241875,7.0702417017283805,7.0702417017283805,7.395654933462269,7.4266105,7.4266105,7.4266105
26049_2022-12-01,4.209179856745005,4.060983559884332,4.060983559884332,4.315518319090378,4.2326279,4.2326279,4.2326279
26051_2022-12-01,1.632271646759298,1.6314078854231815,1.6314078854231815,1.4699173366399314,1.507023,1.507023,1.507023
26053_2022-12-01,2.3430500181464344,2.157927056842522,2.157927056842522,2.526460068890936,2.40993,2.40993,2.40993
26055_2022-12-01,10.561732824066423,10.463073472222332,10.463073472222332,10.899394816910084,10.719115,10.719115,10.719115
26057_2022-12-01,1.653254395470822,1.6519659018120223,1.6519659018120223,1.6441791731451665,1.641302,1.641302,1.641302
26059_2022-12-01,2.227112077028425,2.227112077028425,2.227112077028425,2.3128986,2.3128986,2.3128986,2.3128986
26061_2022-12-01,3.841867371079801,3.845602980998053,3.845602980998053,3.891835854923469,3.899595,3.899595,3.899595
26063_2022-12-01,2.848388479521613,2.5425352962606795,2.5425352962606795,3.0196711593243584,2.92293,2.92293,2.92293
26065_2022-12-01,5.943331872867388,5.943645045117404,5.943645045117404,5.792807888310053,5.855474,5.855474,5.855474
26067_2022-12-01,2.9848489429316074,3.0279575283355062,3.0279575283355062,2.956062292712859,3.1373019,3.1373019,3.1373019
26069_2022-12-01,2.521490218345535,2.37774731440301,2.37774731440301,2.6861301487202924,2.5819924,2.5819924,2.5819924
26071_2022-12-01,1.147283317380418,1.1370113436368434,1.1370113436368434,1.1089708227323307,1.1312218,1.1312218,1.1312218
26073_2022-12-01,2.734619953030179,2.7367978230647085,2.7367978230647085,2.7157437719870163,2.7344959,2.7344959,2.7344959
26075_2022-12-01,3.137038451756785,3.136636518297611,3.136636518297611,3.0866389548621807,3.1019809,3.1019809,3.1019809
26077_2022-12-01,5.137089364390057,5.1678219762386615,5.1678219762386615,5.11510922860525,5.098978,5.098978,5.098978
26079_2022-12-01,2.825731606279006,2.918306799964374,2.918306799964374,2.78159136651833,2.7102203,2.7102203,2.7102203
26081_2022-12-01,10.755808848035423,9.232362884632431,9.232362884632431,13.1460276352516,11.04270812,11.04255022,11.04269006
26083_2022-12-01,1.801032216602218,1.8014808774670916,1.8014808774670916,2.0142669881912107,2.0044544,2.0044544,2.0044544
26085_2022-12-01,1.3106803014400064,1.3166316561591784,1.3166316561591784,1.9985461735661063,1.7091424,1.7091424,1.7091424
26087_2022-12-01,3.104730381200406,3.104730381200406,3.104730381200406,3.1761723,3.1761723,3.1761723,3.1761723
26089_2022-12-01,6.4399659079786415,6.434658657715724,6.434658657715724,6.491961661148325,6.4503689,6.4503689,6.4503689
26091_2022-12-01,4.232307158664663,4.234479789818603,4.234479789818603,4.887878967897252,4.7027884,4.7027884,4.7027884
26093_2022-12-01,5.506468333909034,5.514129674900692,5.514129674900692,6.183953162830772,5.9427428,5.9427428,5.9427428
26095_2022-12-01,1.9030370986057257,1.9102855799163485,1.9102855799163485,3.5207977380898057,2.9495718,2.9495718,2.9495718
26097_2022-12-01,4.3407382040391225,3.951717407524748,3.951717407524748,4.358657502067199,4.5649543,4.5649543,4.5649543
26099_2022-12-01,5.0450215471259074,5.048855267219901,5.048855267219901,5.191993397614293,5.1772604,5.1772604,5.1772604
26101_2022-12-01,3.071902995629184,3.069782776594028,3.069782776594028,3.3384318009195013,3.2487059,3.2487059,3.2487059
26103_2022-12-01,6.022832892380064,6.023629877993147,6.023629877993147,4.407688341911905,5.4336658,5.4336658,5.4336658
26105_2022-12-01,6.239187343883897,7.653873254960626,7.653873254960626,5.330797266508307,5.3569889,5.3569889,5.3569889
26107_2022-12-01,2.412767494365209,2.415458345482761,2.415458345482761,2.935138405027561,2.7130799,2.7130799,2.7130799
26109_2022-12-01,2.494645513347506,2.494645513347506,2.494645513347506,2.5213675,2.5213675,2.5213675,2.5213675
26111_2022-12-01,4.160123623284423,4.161522019521178,4.161522019521178,4.188316236555528,4.1872449,4.1872449,4.1872449
26113_2022-12-01,2.048699304373188,2.0471838804445373,2.0471838804445373,2.2082960876216147,2.1497979,2.1497979,2.1497979
26115_2022-12-01,2.792878699144988,2.798423188225106,2.798423188225106,2.951086484789641,2.9257417,2.9257417,2.9257417
26117_2022-12-01,2.111525252300457,2.1963606243146856,2.1963606243146856,2.0874440726449546,2.0863717,2.0863717,2.0863717
26119_2022-12-01,2.7079724528853517,2.7101027581626305,2.7101027581626305,2.77117558106335,2.7549603,2.7549603,2.7549603
26121_2022-12-01,2.896940070045193,2.89898191338976,2.89898191338976,3.07987265103649,3.0321629,3.0321629,3.0321629
26123_2022-12-01,2.80252000930218,2.5146302545910566,2.5146302545910566,3.1193198329957514,2.9113355,2.9113355,2.9113355
26125_2022-12-01,18.28573195009822,18.28573195009822,18.28573195009822,18.787241,18.787241,18.787241,18.787241
26127_2022-12-01,2.6542169897008803,2.655373323144646,2.655373323144646,2.6745058073884524,2.6661477,2.6661477,2.6661477
26129_2022-12-01,1.899741380889832,1.9250900779376448,1.9250900779376448,1.9193242138922788,1.8936507,1.8936507,1.8936507
26131_2022-12-01,1.5597348383821052,1.5671016561063964,1.5671016561063964,1.5313399017084477,1.4648438,1.4648438,1.4648438
26133_2022-12-01,2.086571006779716,2.013994020268971,2.013994020268971,2.201037557940074,2.1537442,2.1537442,2.1537442
26135_2022-12-01,1.9630192168460832,1.9662678753545892,1.9662678753545892,2.1938768957526102,2.1521447,2.1521447,2.1521447
26137_2022-12-01,4.634960266340147,4.441272873880823,4.441272873880823,4.855347369725739,4.7090273,4.7090273,4.7090273
26139_2022-12-01,5.568136237231844,5.568136237231844,5.568136237231844,5.8244705,5.8244705,5.8244705,5.8244705
26141_2022-12-01,1.8744050869532456,1.8685069359480804,1.8685069359480804,1.5366326412976594,1.6296712,1.6296712,1.6296712
26143_2022-12-01,4.449544031290469,4.449544031290469,4.449544031290469,6.463036500053831,6.4630365,6.4630365,6.4630365
26145_2022-12-01,3.090831607538578,3.0927725880228087,3.0927725880228087,3.156330964874268,3.1467321,3.1467321,3.1467321
26147_2022-12-01,3.7367710902857896,3.666089778029392,3.666089778029392,3.8913416384341897,3.8334603,3.8334603,3.8334603
26149_2022-12-01,2.748425785742103,2.6657324245521123,2.6657324245521123,2.8803228329459807,2.7474563,2.7474563,2.7474563
26151_2022-12-01,2.246174269394073,2.246174269394073,2.246174269394073,2.3080487,2.3080487,2.3080487,2.3080487
26153_2022-12-01,1.9096974261017352,1.9096974261017352,1.9096974261017352,2.1292548,2.1292548,2.1292548,2.1292548
26155_2022-12-01,2.7604387084419697,2.762729967680988,2.762729967680988,2.708452478411604,2.7278306,2.7278306,2.7278306
26157_2022-12-01,2.031518232864024,2.032385391184157,2.032385391184157,2.1431298716932807,2.0788085,2.0788085,2.0788085
26159_2022-12-01,3.3781820429390663,3.378772576682141,3.378772576682141,3.457889696850111,3.4356952,3.4356952,3.4356952
26161_2022-12-01,7.7941458477667,7.856796321456135,7.856796321456135,7.589801298965554,7.6884069,7.6884069,7.6884069
26163_2022-12-01,5.8196253761575925,5.733439083010389,5.733439083010389,6.118224479064031,6.052564182,6.052406287,6.052560222
26165_2022-12-01,3.513039863374786,3.512098866322499,3.512098866322499,3.491024756212947,3.5033708,3.5033708,3.5033708
27001_2022-12-01,2.6390144765515062,3.22146701888736,3.22146701888736,2.1176379106992496,2.3750095,2.3750095,2.3750095
27003_2022-12-01,5.123357279949592,5.127409747084087,5.127409747084087,5.09076281113002,5.1095595,5.1095595,5.1095595
27005_2022-12-01,3.301814489961805,3.2967326524447405,3.2967326524447405,2.8800158694770626,2.990546,2.990546,2.990546
27007_2022-12-01,3.16632595451094,3.16632595451094,3.16632595451094,3.2565850021648446,3.188025,3.188025,3.188025
27009_2022-12-01,4.2255085195310045,4.2255085195310045,4.2255085195310045,4.3017168,4.3017168,4.3017168,4.3017168
27011_2022-12-01,2.0344212408324096,2.0344212408324096,2.0344212408324096,1.5353125003512582,1.7400205,1.7400205,1.7400205
27013_2022-12-01,4.538125397866288,4.542976220956764,4.542976220956764,4.537828434555917,4.5351977,4.5351977,4.5351977
27015_2022-12-01,3.252591130395808,3.256386250518105,3.256386250518105,3.3629093165846777,3.3251734,3.3251734,3.3251734
27017_2022-12-01,5.019244269521333,4.937611645334546,4.937611645334546,5.108820081108483,5.0911717,5.0911717,5.0911717
27019_2022-12-01,8.66902952492936,8.378415459883726,8.378415459883726,8.61973692859093,8.8190756,8.8190756,8.8190756
27021_2022-12-01,2.729876505222592,2.630756125882261,2.630756125882261,2.861308110165516,2.810848,2.810848,2.810848
27023_2022-12-01,1.9532626906168424,1.9561541145385304,1.9561541145385304,2.188728279069516,2.1388614,2.1388614,2.1388614
27025_2022-12-01,6.051846187653224,6.060798882321828,6.060798882321828,5.905193921938253,5.9346013,5.9346013,5.9346013
27027_2022-12-01,3.687799985766018,3.641769142681397,3.641769142681397,3.81604995734227,3.7741709,3.7741709,3.7741709
27029_2022-12-01,1.7325141120941954,1.7336450359442188,1.7336450359442188,1.7445135845349142,1.7386091,1.7386091,1.7386091
27031_2022-12-01,8.630422609470473,8.63995760858725,8.63995760858725,8.63190622057965,8.6070957,8.6070957,8.6070957
27033_2022-12-01,1.703238705260848,1.7049290207819707,1.7049290207819707,1.7969212987406629,1.7716767,1.7716767,1.7716767
27035_2022-12-01,9.76210589114222,8.351166349460016,8.351166349460016,13.93125742786206,10.324269,10.324269,10.324269
27037_2022-12-01,8.94400391284005,8.949444311392444,8.949444311392444,8.718277472622004,8.7925243,8.7925243,8.7925243
27039_2022-12-01,2.328154377268697,2.328154377268697,2.328154377268697,2.5061841,2.5061841,2.5061841,2.5061841
27041_2022-12-01,5.7002697820718735,5.707590520924607,5.707590520924607,6.290908899195195,6.0848784,6.0848784,6.0848784
27043_2022-12-01,2.02501327328158,2.0279670502173697,2.0279670502173697,2.4224094939145986,2.3181903,2.3181903,2.3181903
27045_2022-12-01,2.72570252550142,2.727347666752349,2.727347666752349,2.662502536883215,2.6957233,2.6957233,2.6957233
27047_2022-12-01,2.6274150149298974,2.632323666227789,2.632323666227789,2.4960286106089447,2.5016818,2.5016818,2.5016818
27049_2022-12-01,3.6581458879237743,3.664410431532556,3.664410431532556,3.751086170821888,3.7051406,3.7051406,3.7051406
27051_2022-12-01,2.333030518488578,2.331222577731446,2.331222577731446,2.23045718568975,2.2430313,2.2430313,2.2430313
27053_2022-12-01,10.906237384638452,10.888451618103677,10.888451618103677,10.8925963193506,10.912128,10.912128,10.912128
27055_2022-12-01,2.591065367599757,2.597354359210016,2.597354359210016,2.6661545833273803,2.6685874,2.6685874,2.6685874
27057_2022-12-01,2.177793278910992,2.177793278910992,2.177793278910992,2.328759,2.328759,2.328759,2.328759
27059_2022-12-01,3.2150298880876798,3.0963406843051957,3.0963406843051957,3.4398585513386326,3.275574,3.275574,3.275574
27061_2022-12-01,2.7381675219009303,2.7381675219009303,2.7381675219009303,2.9176681,2.9176681,2.9176681,2.9176681
27063_2022-12-01,1.836334599092531,1.8364288538578388,1.8364288538578388,1.8640470073340112,1.8619084,1.8619084,1.8619084
27065_2022-12-01,1.6772912304991003,1.6798051792412334,1.6798051792412334,1.7857458920136262,1.7656753,1.7656753,1.7656753
27067_2022-12-01,3.56774117181392,3.57121284841941,3.57121284841941,3.26871404166053,3.3707173,3.3707173,3.3707173
27069_2022-12-01,2.8697225150713828,2.8697225150713828,2.8697225150713828,2.2592151,2.2592151,2.2592151,2.2592151
27071_2022-12-01,1.9726752482070185,1.9781125837537832,1.9781125837537832,2.350890222193068,2.2013819,2.2013819,2.2013819
27073_2022-12-01,1.2418104482872434,1.2418104482872434,1.2418104482872434,1.3690922,1.3690922,1.3690922,1.3690922
27075_2022-12-01,4.537787871086392,4.476062394937642,4.476062394937642,4.714354005264059,4.6367497,4.6367497,4.6367497
27077_2022-12-01,5.697906463897748,5.697906463897748,5.697906463897748,5.9980006,5.9980006,5.9980006,5.9980006
27079_2022-12-01,1.8905871580621727,1.8902414400614456,1.8902414400614456,1.727159918780259,1.7260476,1.7260476,1.7260476
27081_2022-12-01,1.4441251028796729,1.4466970285586267,1.4466970285586267,1.591831287930332,1.5784587,1.5784587,1.5784587
27083_2022-12-01,4.312880486576093,4.354060268631654,4.354060268631654,4.214586309885632,4.1476827,4.1476827,4.1476827
27085_2022-12-01,3.644073278463003,3.6459886931248713,3.6459886931248713,3.871624187148516,3.8097312,3.8097312,3.8097312
27087_2022-12-01,1.985561011586604,2.0590159766418563,2.0590159766418563,2.221896149202658,1.9291755,1.9291755,1.9291755
27089_2022-12-01,1.5403454678328476,1.4815606695482098,1.4815606695482098,1.5403454678328476,1.5271415,1.5271415,1.5271415
27091_2022-12-01,2.978187093519159,2.978187093519159,2.978187093519159,3.3143449,3.3143449,3.3143449,3.3143449
27093_2022-12-01,3.293035271133061,3.3016080706532414,3.3016080706532414,3.206256248811767,3.2517543,3.2517543,3.2517543
27095_2022-12-01,3.900165893982476,3.910360970131254,3.910360970131254,4.105813196612303,4.0496078,4.0496078,4.0496078
27097_2022-12-01,2.8958374163117977,2.8832461319755565,2.8832461319755565,2.565223268505907,2.5051448,2.5051448,2.5051448
27099_2022-12-01,1.9308491527011675,1.9308491527011675,1.9308491527011675,1.9614406,1.9614406,1.9614406,1.9614406
27101_2022-12-01,1.3235037411651411,1.322182640785609,1.322182640785609,1.4729518586415342,1.4204106,1.4204106,1.4204106
27103_2022-12-01,3.4707472866527547,3.4644958053855026,3.4644958053855026,3.4323899708800423,3.377491,3.377491,3.377491
27105_2022-12-01,1.4985850494058746,1.497128892931003,1.497128892931003,1.4283646988554664,1.4462284,1.4462284,1.4462284
27107_2022-12-01,2.426845021600168,2.298685635562322,2.298685635562322,2.620962847088432,2.4726388,2.4726388,2.4726388
27109_2022-12-01,4.850253864406951,4.856787370646042,4.856787370646042,4.95326656237668,4.9452038,4.9452038,4.9452038
27111_2022-12-01,4.3766229742376455,3.967079040531389,3.967079040531389,4.7456562520478025,4.6796412,4.6796412,4.6796412
27113_2022-12-01,1.926037460184734,1.926037460184734,1.926037460184734,1.8463811,1.8463811,1.8463811,1.8463811
27115_2022-12-01,2.271344653798311,2.270763571663847,2.270763571663847,2.495393520396227,2.4407876,2.4407876,2.4407876
27117_2022-12-01,2.429857312013524,2.425579957723078,2.425579957723078,2.417505619224515,2.4232633,2.4232633,2.4232633
27119_2022-12-01,2.131842967789272,2.0737076275308675,2.0737076275308675,2.1938609655182466,2.1639371,2.1639371,2.1639371
27121_2022-12-01,3.744656767723376,3.76855121631748,3.76855121631748,4.331069342457974,4.053442,4.053442,4.053442
27123_2022-12-01,6.509916620554951,6.563679086753745,6.563679086753745,6.406405016856241,6.4710932,6.4710932,6.4710932
27125_2022-12-01,1.5188048287503595,1.504069112614939,1.504069112614939,1.366572196982727,1.5211641,1.5211641,1.5211641
27127_2022-12-01,13.508983218195104,2.199742666590665,2.199742666590665,2.4939995585979533,2.4163895,2.4163895,2.4163895
27129_2022-12-01,2.577180200054222,2.5734372469848195,2.5734372469848195,2.450449614648718,2.4244585,2.4244585,2.4244585
27131_2022-12-01,3.6109022101557295,3.613076120507437,3.613076120507437,3.4573528443333497,3.4727824,3.4727824,3.4727824
27133_2022-12-01,1.8285898358994888,1.7801410381203362,1.7801410381203362,1.9811814562173964,1.9306651,1.9306651,1.9306651
27135_2022-12-01,3.425980752924705,3.3252037648266057,3.3252037648266057,3.5846085092147697,3.5245335,3.5245335,3.5245335
27137_2022-12-01,4.929335969417734,4.676648233776861,4.676648233776861,5.295499184602846,4.9778485,4.9778485,4.9778485
27139_2022-12-01,6.968501562200143,6.968501562200143,6.968501562200143,6.939842099858241,6.8424797,6.8424797,6.8424797
27141_2022-12-01,7.089827477324109,5.432252668398112,5.432252668398112,6.591227549849015,7.8004951,7.8004951,7.8004951
27143_2022-12-01,1.6389907921438125,1.6389907921438125,1.6389907921438125,1.7041461,1.7041461,1.7041461,1.7041461
27145_2022-12-01,3.690848040913229,3.6899310767339695,3.6899310767339695,3.610353812400944,3.6380081,3.6380081,3.6380081
27147_2022-12-01,3.7450897622228103,3.725774147547412,3.725774147547412,3.864965898366908,3.7973301,3.7973301,3.7973301
27149_2022-12-01,3.391461690204224,3.391461690204224,3.391461690204224,3.2865679,3.2865679,3.2865679,3.2865679
27151_2022-12-01,1.573229803352072,1.5522153642078482,1.5522153642078482,1.6232436617121062,1.553398,1.553398,1.553398
27153_2022-12-01,1.851215333615728,1.8405882865063568,1.8405882865063568,1.9611338267758,1.9045079,1.9045079,1.9045079
27155_2022-12-01,2.2213168335139875,2.3805772712545448,2.3805772712545448,2.0457179476665748,2.130898,2.130898,2.130898
27157_2022-12-01,2.71576835543738,2.5734401431395866,2.5734401431395866,3.107306569499443,2.8012528,2.8012528,2.8012528
27159_2022-12-01,2.995253500807212,2.995253500807212,2.995253500807212,2.9151943,2.9151943,2.9151943,2.9151943
27161_2022-12-01,3.93587000414708,3.3177344408435627,3.3177344408435627,4.354512133231041,4.0990486,4.0990486,4.0990486
27163_2022-12-01,7.098788605478115,7.0577637167789895,7.0577637167789895,7.15177257321259,7.161366,7.161366,7.161366
27165_2022-12-01,2.015524700773024,1.8244767126069017,1.8244767126069017,2.175767400704477,2.0924044,2.0924044,2.0924044
27167_2022-12-01,3.339070518885739,3.384494783134966,3.384494783134966,3.339070518885739,3.2455604,3.2455604,3.2455604
27169_2022-12-01,4.0261027038453845,3.9839526416823614,3.9839526416823614,4.144699478240862,4.0846219,4.0846219,4.0846219
27171_2022-12-01,5.970405506719799,5.970405506719799,5.970405506719799,6.8130503,6.8130503,6.8130503,6.8130503
27173_2022-12-01,1.9598416080707235,1.9597742691478792,1.9597742691478792,2.1779255133556776,2.1166134,2.1166134,2.1166134
28001_2022-12-01,2.1373008243146003,2.1373008243146003,2.1373008243146003,2.1628914,2.1628914,2.1628914,2.1628914
28003_2022-12-01,3.643392643643452,3.558468421328339,3.558468421328339,3.8113793503477833,3.8400786,3.8400786,3.8400786
28005_2022-12-01,0.556047920420507,0.5570105869262576,0.5570105869262576,0.7693931377738209,0.67285144,0.67285144,0.67285144
28007_2022-12-01,0.8664127133466432,0.8682464882295617,0.8682464882295617,0.8917023249193581,0.88379228,0.88379228,0.88379228
28009_2022-12-01,1.6981111696429172,1.4805770795982425,1.4805770795982425,1.7774986330016616,1.7463236,1.7463236,1.7463236
28011_2022-12-01,1.4216604794532972,1.4212439068020275,1.4212439068020275,1.6653763612788224,1.5943878,1.5943878,1.5943878
28013_2022-12-01,0.9053296993334294,0.9067917312723978,0.9067917312723978,0.9255356827171626,0.87003809,0.87003809,0.87003809
28015_2022-12-01,0.9275742846997312,0.9289833644222836,0.9289833644222836,1.6163802483140888,1.3849388,1.3849388,1.3849388
28017_2022-12-01,1.078042679501276,1.0796041442773996,1.0796041442773996,1.2567534933425868,1.2158055,1.2158055,1.2158055
28019_2022-12-01,1.4901461376317664,1.162239076958887,1.162239076958887,1.7614021436894147,1.6036121,1.6036121,1.6036121
28021_2022-12-01,0.5109325367681918,0.5115562615638739,0.5115562615638739,0.5730007993769901,0.55421346,0.55421346,0.55421346
28023_2022-12-01,1.258795880048833,1.258795880048833,1.258795880048833,1.5160254,1.5160254,1.5160254,1.5160254
28025_2022-12-01,1.5818917013388694,1.5818917013388694,1.5818917013388694,1.4468702920881564,1.3406783,1.3406783,1.3406783
28027_2022-12-01,1.3938524745399004,1.3938524745399004,1.3938524745399004,1.6050202,1.6050202,1.6050202,1.6050202
28029_2022-12-01,1.118618932111579,1.0547522656830313,1.0547522656830313,1.18559422980868,1.1424639,1.1424639,1.1424639
28031_2022-12-01,1.2937594553928575,1.2049848351745809,1.2049848351745809,1.5458823099144685,1.3995358,1.3995358,1.3995358
28033_2022-12-01,4.026303534722118,4.026303534722118,4.026303534722118,4.625019099710231,4.4007759,4.4007759,4.4007759
28035_2022-12-01,3.193834297711669,3.207674274863093,3.207674274863093,2.521610958727277,3.0173907,3.0173907,3.0173907
28037_2022-12-01,1.40945890278404,1.2936805870806818,1.2936805870806818,1.3704352011485272,1.4713343,1.4713343,1.4713343
28039_2022-12-01,1.3886471355297731,1.3798499198010157,1.3798499198010157,1.4667556645745683,1.4718322,1.4718322,1.4718322
28041_2022-12-01,0.3763834040538305,0.3771658451236047,0.3771658451236047,0.452684400859033,0.43719828,0.43719828,0.43719828
28043_2022-12-01,1.4697662768821054,1.4697662768821054,1.4697662768821054,1.7515224,1.7515224,1.7515224,1.7515224
28045_2022-12-01,2.403246178654729,2.4108642951576598,2.4108642951576598,2.493121198169956,2.4963562,2.4963562,2.4963562
28047_2022-12-01,3.710717612924645,3.712614715178623,3.712614715178623,4.13699420270371,4.0291848,4.0291848,4.0291848
28049_2022-12-01,3.8209095262181503,3.699072288238584,3.699072288238584,3.938731213429239,3.8806355,3.8806355,3.8806355
28051_2022-12-01,0.8929892965548988,0.8959444745139551,0.8959444745139551,1.4569006222549516,1.279778,1.279778,1.279778
28053_2022-12-01,0.8504576978935824,0.8504576978935824,0.8504576978935824,0.92684543,0.92684543,0.92684543,0.92684543
28055_2022-12-01,0.0162507236744713,0.0642843841845323,0.0642843841845323,-0.036258258464009,0.0,0.0,0.0
28057_2022-12-01,0.989204735372874,0.9906497797436588,0.9906497797436588,1.1573805773288948,1.1033428,1.1033428,1.1033428
28059_2022-12-01,2.482566132276144,2.482566132276144,2.482566132276144,2.6903863,2.6903863,2.6903863,2.6903863
28061_2022-12-01,0.9168562375553096,0.9195103928427052,0.9195103928427052,0.9232485749790024,1.0051041,1.0051041,1.0051041
28063_2022-12-01,1.2846171923870169,1.2895204147164991,1.2895204147164991,1.1573996384691936,1.4218862,1.4218862,1.4218862
28065_2022-12-01,0.8178073036410876,0.6945134021632455,0.6945134021632455,0.9002631022509725,0.84944671,0.84944671,0.84944671
28067_2022-12-01,1.4445709430166058,1.4454149504732838,1.4454149504732838,1.6766475555994111,1.6148267,1.6148267,1.6148267
28069_2022-12-01,0.4465226806629115,0.4465226806629115,0.4465226806629115,0.40005001,0.40005001,0.40005001,0.40005001
28071_2022-12-01,10.581559245259545,10.565640205900143,10.565640205900143,14.77218226612706,14.807076,14.807076,14.807076
28073_2022-12-01,4.3126249643384975,4.13638469430204,4.13638469430204,4.535942404518705,4.4011955,4.4011955,4.4011955
